|Unnamed: 0|Unnamed: 0.1|Unnamed: 0.1.1|Unnamed: 0.1.1.1|Unnamed: 0.1.1.1.1|Unnamed: 0.1.1.1.1.1|Unnamed: 0.1.1.1.1.1.1|Unnamed: 0.1.1.1.1.1.1.1|Unnamed: 0.1.1.1.1.1.1.1.1|Unnamed: 0.1.1.1.1.1.1.1.1.1|Model|Release date|Max resolution|Low resolution|Effective pixels|Zoom wide (W)|Zoom tele (T)|Normal focus range|Macro focus range|Storage included|Weight (inc. batteries)|Dimensions|Price
150|150|150|150|150|150|150|150|150|150|150|ù*ùfsfsf///|2006.0|2816.0|2304.0|ù*ùfsfsf///|38.0|114.0|40.0|10.0|8.0|148.0|95.0|329.0
151|151|151|151|151|Allez au boulot ! :)|151|151|151|151|151|Casio Exilim EX-Z70|2006.0|3072.0|2560.0|7.0|38.0|114.0|40.0|10.0|hello|140.0|95.0|199.0
152|152|152|152|152|152|152|152|152|152|152|Casio Exilim EX-Z700|2006.0|3072.0|2560.0|7.0|38.0|114.0|40.0|15.0|8.0|154.0|89.0|329.0
153|153|153|153|153|153|153|153|153|153|153|Allez au boulot ! :)|2007.0|3072.0|2560.0|7.0|38.0|114.0|40.0|10.0|8.0|156.0|95.0|199.0
154|154|154|154|154|154|154|154|154|154|154|Casio Exilim EX-Z750|2005.0|3072.0|2304.0|7.0|38.0|114.0|40.0|10.0|9.0|165.0|89.0|329.0
155|155|155|155|155|155|155|155|155|155|155|Allez au boulot ! :)|hello|3072.0|2560.0|7.0|None|114.0|40.0|10.0|11.0|128.0|95.0|199.0
156|156|156|156|156|156|Allez au boulot ! :)|156|156|156|156|ù*ùfsfsf///|2006.0|None|2560.0|7.0|38.0|114.0|ù*ùfsfsf///|15.0|6.0|176.0|95.0|249.0
157|157|157|157|157|157|55555555555|157|157|55555555555|157|Allez au boulot ! :)|2006.0|3264.0|2816.0|8.0|38.0|114.0|ù*ùfsfsf///|10.0|8.0|185.0|89.0|249.0
158|158|158|158|158|158|158|Allez au boulot ! :)|158|158|158|Casio GV-10|2001.0|None|640.0|1.0|35.0|35.0|60.0|10.0|8.0|320.0|101.0|249.0
159|159|159|159|159|159|159|159|159|159|159|Casio GV-20|2002.0|1600.0|800.0|1.0|35.0|35.0|ù*ùfsfsf///|10.0|8.0|320.0|101.0|249.0
160|160|160|160|160|160|Allez au boulot ! :)|Allez au boulot ! :)|160|160|160|Casio QV-2000UX|1999.0|1600.0|None|1.0|36.0|108.0|50.0|20.0|hello|320.0|130.0|249.0
161|161|161|161|161|161|161|Allez au boulot ! :)|161|161|161|Casio QV-2100|2001.0|None|800.0|1.0||41.0|80.0||16.0|260.0|108.0|249.0
162|162|162|162|162|162|162|162|162|162|162|Casio QV-2300UX|2000.0|1600.0|800.0|1.0|41.0|123.0|10.0|1.0|8.0|245.0|67.0|249.0
163|163|163|163|163|163|Allez au boulot ! :)|Allez au boulot ! :)|163|163|163|Casio QV-2400UX|2001.0|1600.0|800.0|1.0|41.0|123.0|10.0|1.0|8.0|245.0|67.0|249.0
164|164|164|164|164|164|164|164|164|164|164|Casio QV-2800UX|2000.0|1600.0|800.0|1.0|40.0|320.0|40.0|1.0|8.0|295.0|81.0|249.0
165|165|165|165|165|165|165|165|165|165|165|Casio QV-2900UX|2001.0||800.0|1.0|40.0|320.0|40.0|1.0|8.0|295.0|81.0|249.0
166|166|166|166|166|166|166|166|Allez au boulot ! :)|166|166|Casio QV-3EX|2000.0|2048.0|1024.0|3.0|41.0|41.0|50.0|10.0|16.0|245.0|115.0|249.0
167|167|167|167|167|167|167|167|167|167|167|Casio QV-300|1996.0|None|320.0|0.0|47.0|106.0|60.0|9.0|4.0|290.0|162.0|249.0
168|168|168|168|168|168|168|168|168|168|168|Casio QV-3000EX|2000.0|2048.0|1024.0|3.0|33.0|100.0|30.0|6.0|16.0|360.0|134.0|249.0
169|169|169|169|169|169|169|169|169|169|169|Casio QV-3500EX|2001.0|2048.0|hello|3.0|33.0|100.0|30.0|6.0|16.0|360.0|134.0|249.0
170|170|170|170|170|170|170|170|170|170|170|Casio QV-4000|2001.0|2240.0|1600.0|3.0|34.0|102.0|30.0|6.0|16.0|420.0|118.0|249.0
171|171|171|171|171|171|171|171|171|171|171|Casio QV-5000SX|1998.0|1280.0|640.0||35.0|35.0|30.0|10.0|8.0|320.0|147.0|249.0
172|172|172|172|172|172|172|172|172|172|172|Allez au boulot ! :)|1999.0|None|640.0|1.0|36.0|36.0|30.0|10.0|8.0|320.0|131.0|249.0
173|173|173|173|173|173|173|173|173|Allez au boulot ! :)|173|Casio QV-5700|hello||1600.0|4.0|34.0|102.0|30.0|6.0|16.0|420.0|118.0|249.0
174|174|174|174|174|174|174|174|174|Allez au boulot ! :)|174|ù*ùfsfsf///|1997.0|640.0|0.0|0.0|38.0|38.0|70.0|14.0|hello|290.0|147.0|249.0
175|175|175|175|175|175|Allez au boulot ! :)|175|175|Allez au boulot ! :)|175|Casio QV-7000SX|1998.0|1280.0|640.0|1.0|32.0|64.0|23.0|10.0|8.0|320.0|141.0|249.0
176|176|176|176|176|176|176|176|176|176|176|Casio QV-770|1998.0|ù*ùfsfsf///|0.0|hello|38.0|38.0|70.0|14.0|4.0|300.0|129.0|249.0
177|177|177|177|177|177|177|177|177|177|177|Casio QV-8000SX|1999.0|1280.0|640.0|1.0|40.0|320.0|40.0|1.0|8.0|320.0|141.0|249.0
178|178|178|178|178|178|178|178|178|178|178|Casio QV-R3|2002.0|2048.0|1600.0|3.0|38.0|113.0|40.0|14.0|hello|240.0|90.0|249.0
179|179|179|179|179|179|179|179|179|179|179|Casio QV-R4|2002.0|2304.0|2240.0|4.0|38.0|113.0|40.0|14.0|11.0|240.0|90.0|249.0
180|180|180|180|180|180|180|180|180|Allez au boulot ! :)|180|Casio QV-R40|2003.0|2304.0|2240.0|4.0|39.0|117.0|60.0|10.0|11.0|210.0|88.0|249.0
181|181|181|181|181|181|181|181|Allez au boulot ! :)|181|181|Casio QV-R41|2004.0|2304.0|2240.0|3.0|39.0|117.0|60.0|10.0|9.0|198.0|88.0|249.0
182|182|182|182|182|182|182|182|182|182|182|Casio QV-R51|2004.0|2560.0|2048.0|4.0|39.0|117.0|60.0|10.0|hello|210.0|88.0|249.0
183|183|183|183|183|183|Allez au boulot ! :)|183|183|183|183|Casio QV-R61|2004.0|2816.0|None|6.0|39.0|117.0|70.0|10.0|9.0|218.0|88.0|249.0
184|184|184|184|184|184|184|184|184|184|184|Casio QV-R62|2004.0|2816.0|2048.0||39.0|117.0|70.0|10.0|9.0|218.0|88.0|249.0
185|185|185|185|185|Allez au boulot ! :)|185|185|185|185|Allez au boulot ! :)|Contax N Digital|2000.0|None|0.0|6.0|0.0|0.0|0.0|0.0|0.0|0.0|152.0|549.0
186|186|186|186|186|Allez au boulot ! :)|186|186|186|186|186|Contax TVS Digital|2002.0||None|4.0|35.0|105.0|60.0|15.0|0.0|260.0|112.0|549.0
187|187|187|187|187|Allez au boulot ! :)|187|187|187|187|187|Epson PhotoPC 800|1999.0|1600.0|640.0|1.0|38.0|38.0|50.0|15.0|8.0|280.0|113.0|229.0
188|188|188|188|188|188|188|188|188|188|188|ù*ùfsfsf///|1999.0|1600.0|640.0||35.0|105.0|0.0|0.0|0.0|0.0|0.0|229.0
189|189|189|189|189|189|189|189|189|189|Allez au boulot ! :)|Epson PhotoPC L-500V|2004.0|2560.0|1600.0||34.0|102.0|50.0|5.0|16.0|200.0|92.0|159.0
190|190|190|190|190|190|190|190|190|190|190|Epson PhotoPC 3000 Zoom|2000.0|2048.0|640.0|3.0|34.0|102.0|ù*ùfsfsf///|5.0|16.0|360.0|107.0|399.0
191|191|191|191|191|191|191|191|191|191|191|Epson PhotoPC 3100 Zoom|2001.0|2048.0|1600.0|3.0|34.0|102.0|50.0|5.0|16.0|360.0|107.0|399.0
192|192|192|192|192|192|Allez au boulot ! :)|192|192|192|192|Epson PhotoPC 500||640.0|320.0|0.0|43.0|43.0|60.0|20.0|2.0|320.0|142.0|229.0
193|193|193|193|193|193|193|193|193|193|193|Epson PhotoPC 550|1997.0|640.0|320.0|0.0|43.0|43.0|60.0|10.0|1.0|170.0|107.0|229.0
194|194|194|194|194|194|Allez au boulot ! :)|194|194|194|Allez au boulot ! :)|Epson PhotoPC 600|1997.0|1024.0|640.0|0.0|36.0|36.0|ù*ùfsfsf///|20.0|4.0|270.0|143.0|229.0
195|195|195|195|195|195|Allez au boulot ! :)|195|195|195|195|Epson PhotoPC 650|1999.0|1152.0|640.0|0.0|39.0|39.0|60.0|15.0|8.0|400.0|135.0|229.0
196|196|196|196|196|196|196|196|196|196|196|Epson PhotoPC 700|1998.0|1280.0|640.0|1.0|35.0|35.0|50.0||4.0|0.0|0.0|229.0
197|197|197|197|197|197|197|197|197|197|Allez au boulot ! :)|Epson PhotoPC 750 Zoom|1998.0|1280.0|640.0|1.0|34.0|102.0|80.0|20.0|8.0|0.0|0.0|229.0
198|198|198|198|198|198|Allez au boulot ! :)|198|198|198|Allez au boulot ! :)|Epson PhotoPC L-300|2003.0|2048.0|1600.0|3.0|34.0|102.0|50.0|11.0|16.0|285.0|105.0|399.0
199|199|199|199|199|199|199|199|199|199|199|Epson PhotoPC L-400|2003.0|2304.0|1600.0|4.0||102.0|50.0|11.0|16.0|285.0|105.0|129.0
200|200|200|200|200|200|200|200|200|Allez au boulot ! :)|Allez au boulot ! :)|Epson PhotoPC L-410|2004.0|2304.0|1600.0|4.0|None|102.0|50.0|11.0|16.0|203.0|92.0|129.0
201|201|201|201|201|201|Allez au boulot ! :)|201|201|201|201|Epson R-D1|2004.0|3008.0|2240.0|6.0|0.0|0.0|0.0|0.0|0.0|620.0|142.0|4499.0
202|202|202|202|202|202|202|202|202|202|Allez au boulot ! :)|Fujifilm FinePix 40i|hello|2400.0|1280.0|2.0|36.0|36.0|50.0|6.0|64.0|200.0|85.5|169.0
203|203|203|203|203|203|203|203|203|203|203|Fujifilm FinePix 50i|2001.0|2400.0|1600.0|2.0|36.0|36.0|50.0|6.0|64.0|200.0|85.5|169.0
204|204|204|204|204|204|204|204|204|204|204|Fujifilm DS-260HD|1999.0|1280.0|hello|1.0|35.0|105.0|90.0|25.0|4.0|700.0|100.0|169.0
205|205|205|205|205|205|205|205|205|205|205|0|1997.0|1280.0|640.0|1.0|35.0|105.0|20.0||0.0|700.0|153.0|169.0
206|206|206|206|206|206|206|206|206|206|206|Fujifilm FinePix 1300|2000.0|1280.0|640.0|1.0|38.0|38.0|80.0|8.0|8.0|240.0|110.0|169.0
207|207|207|207|207|207|207|207|207|207|207|Fujifilm FinePix 2300|2001.0|ù*ùfsfsf///|1280.0|1.0|None|36.0|80.0|8.0|8.0|240.0|110.0|169.0
208|208|208|208|208|208|208|208|208|courage!!!|208|ù*ùfsfsf///|2000.0|1600.0|1280.0|1.0|38.0|114.0|80.0|10.0|8.0|290.0|125.0|169.0
209|209|209|209|209|209|209|209|courage!!!|209|209|Fujifilm FinePix 2600 Zoom|2001.0|1600.0|1280.0|1.0||114.0|80.0|10.0|16.0|260.0|99.0|169.0
210|210|210|210|210|210|210|210|210|210|210|Fujifilm FinePix 2650|2002.0|1600.0|hello|1.0|38.0|114.0|80.0|8.0|16.0|235.0|100.0|169.0
211|211|211|211|211|211|211|211|211|211|211|Fujifilm FinePix 2800 Zoom|2001.0|1600.0|1280.0|1.0|38.0|228.0|80.0|10.0|16.0|360.0|95.0|169.0
212|212|212|212|212|212|212|212|55555555555|212|212|ù*ùfsfsf///|2001.0|1600.0|1280.0|1.0|38.0|38.0|60.0|8.0|16.0|200.0|85.0|199.0
213|213|213|213|213|213|213|213|213|213|213|Fujifilm FinePix 3800|2002.0|2048.0|1600.0|3.0|38.0|228.0|80.0|10.0|16.0|400.0|100.0|399.0
214|214|214|214|214|214|214|214|214|214|214|Fujifilm FinePix 4800 Zoom|2001.0|2400.0|1600.0|2.0|36.0|108.0|60.0|20.0|16.0|280.0|80.0|169.0
215|215|215|215|215|215|215|215|215|215|215|Fujifilm FinePix 4900 Zoom|2000.0|2400.0|1600.0|2.0|35.0|210.0|50.0|10.0|16.0|450.0|110.0|169.0
216|216|216|216|216|216|216|216|216|216|216|Fujifilm FinePix 6800 Zoom|2001.0|2832.0|2048.0|3.0|36.0|108.0|60.0|20.0|hello|280.0|80.0|169.0
217|217|217|217|217|217|217|217|217|217|217|Fujifilm FinePix 6900 Zoom|2001.0|2832.0|2048.0|3.0|35.0|210.0|50.0|10.0|16.0|450.0|110.0|169.0
218|218|218|218|218|218|218|218|218|218|218|Fujifilm FinePix A101|2001.0|1280.0|640.0|1.0|36.0|36.0|ù*ùfsfsf///|8.0|8.0|190.0|99.0|169.0
219|219|219|219|219|219|219|219|219|219|219|Fujifilm FinePix A120|2004.0|2016.0|1600.0|3.0|None|38.0|80.0|9.0|16.0|170.0|102.0|169.0
220|220|220|220|220|220|220|Allez au boulot ! :)|220|220|220|Fujifilm FinePix A200|2002.0|1600.0|1280.0||36.0|36.0|80.0|8.0|16.0|180.0|99.0|169.0
221|221|221|221|221|221|221|221|221|221|221|Fujifilm FinePix A201|2001.0|1600.0|1280.0|1.0||36.0|80.0|8.0|16.0|190.0|99.0|169.0
222|222|222|222|222|222|222|55555555555|222|222|222|Fujifilm FinePix A203|hello|1600.0|1280.0|1.0|38.0|ù*ùfsfsf///|60.0|10.0|16.0|180.0|97.0|169.0
223|223|223|223|223|223|223|223|223|223|223|Fujifilm FinePix A205 Zoom|2003.0|1600.0|1280.0|1.0|36.0|108.0|80.0|10.0|16.0|225.0|99.0|169.0
224|224|224|224|224|224|Allez au boulot ! :)|224|224|224|224|Fujifilm FinePix A210 Zoom|2003.0|2048.0|1600.0|hello||108.0|80.0|10.0|16.0|225.0|99.0|169.0
225|225|225|225|225|225|225|225|225|225|225|Fujifilm FinePix A303|hello|2048.0|1600.0|3.0|38.0|114.0|60.0|10.0|16.0|180.0|97.0|169.0
226|226|226|226|226|226|226|226|226|226|226|Fujifilm FinePix A310 Zoom|2003.0|2816.0|2048.0|3.0|38.0|114.0|60.0|10.0|16.0|190.0|97.0|169.0
227|227|227|227|227|227|227|227|227|227|227|Fujifilm FinePix A330|2004.0|2016.0|1600.0|3.0|38.0|114.0|60.0|10.0|16.0|160.0|104.0|169.0
228|228|228|228|228|228|228|228|228|228|228|Fujifilm FinePix A340|2004.0|ù*ùfsfsf///|1600.0|hello|38.0|114.0|60.0|10.0|16.0|160.0|104.0|169.0
229|229|229|229|229|229|229|229|229|229|229|Fujifilm FinePix A345 Zoom|2005.0|2304.0|2048.0|4.0|35.0|105.0|60.0|6.0|16.0|192.0|90.0|169.0
230|230|230|230|230|230|230|230|230|230|230|Fujifilm FinePix A350 Zoom|2005.0|2592.0|2048.0|5.0|35.0|105.0|60.0|6.0|16.0|192.0|90.0|169.0
231|231|231|231|231|231|231|231|231|231|231|Fujifilm FinePix A400 Zoom|2006.0|2303.0|None|4.0|38.0|114.0|60.0|10.0|12.0|170.0|93.0|169.0
232|232|232|232|232|232|232|232|232|232|232|Fujifilm FinePix A500 Zoom|2006.0|2592.0|2048.0|ù*ùfsfsf///|38.0|114.0|60.0|10.0|12.0|170.0|93.0|169.0
233|233|233|233|233|233|233|233|233|233|233|Fujifilm FinePix A600 Zoom|2006.0|2848.0|2048.0|6.0|36.0|108.0|50.0|10.0|12.0|195.0|93.0|169.0
234|234|234|234|234|234|234|234|Allez au boulot ! :)|234|Allez au boulot ! :)|Fujifilm FinePix A610|2007.0|2848.0|2048.0|6.0|39.0|117.0|60.0|10.0|10.0|195.0|98.0|169.0
235|235|235|235|235|235|235|235|235|235|235|Fujifilm FinePix A800|2007.0|3296.0|2304.0|8.0|36.0|108.0|50.0|10.0|10.0|200.0|98.0|169.0
236|236|236|236|236|236|236|236|236|236|236|Fujifilm FinePix A820|2007.0|3296.0|2304.0|8.0|39.0|156.0|60.0|10.0|10.0|205.0|98.0|169.0
237|237|237|237|237|237|237|237|237|237|237|Fujifilm FinePix A900|2007.0|3488.0|2048.0|9.0|39.0|156.0|60.0|10.0|10.0|205.0|98.0|169.0
238|238|238|238|238|238|238|238|Allez au boulot ! :)|238|238|Allez au boulot ! :)|2007.0|3488.0|hello|9.0||156.0|60.0|10.0|10.0|206.0|98.0|169.0
239|239|239|239|239|239|239|239|Allez au boulot ! :)|Allez au boulot ! :)|239|Fujifilm FinePix E500 Zoom|2004.0|2304.0|1600.0|4.0|28.0|91.0|ù*ùfsfsf///|6.0|16.0|226.0|101.0|169.0
240|240|240|240|240|Allez au boulot ! :)|240|Allez au boulot ! :)|Allez au boulot ! :)|Allez au boulot ! :)|240|Fujifilm FinePix E510 Zoom|2004.0|2592.0|2048.0|5.0|28.0|91.0|60.0|2.0|16.0|226.0|101.0|169.0
241|241|241|241|241|241|241|241|241|241|241|Fujifilm FinePix E550 Zoom|2004.0|4048.0|2048.0|hello|32.0|130.0|60.0||16.0|260.0|105.0|169.0
242|242|242|242|242|242|242|242|242|242|242|ù*ùfsfsf///|2005.0|3488.0|2592.0|9.0|32.0|128.0|60.0|7.0|16.0|260.0|102.0|169.0
243|243|243|243|243|243|243|243|243|243|243|Fujifilm FinePix F10 Zoom|2005.0|2848.0|2048.0|6.0||108.0|60.0|8.0|16.0|190.0|92.0|179.0
244|244|244|244|244|244|244|244|244|244|244|Fujifilm FinePix F11 Zoom|2005.0|2848.0|2048.0|6.0|36.0|108.0|60.0|5.0|16.0|190.0|92.0|199.0
245|245|245|245|245|245|245|245|245|245|245|Fujifilm FinePix F20 Zoom|2006.0|None|2048.0|6.0|36.0|108.0|60.0|5.0|10.0|190.0|94.0|169.0
246|246|246|246|246|246|Allez au boulot ! :)|Allez au boulot ! :)|246|courage!!!|courage!!!|Fujifilm FinePix F30 Zoom|2006.0|None|2048.0|6.0|36.0|108.0|60.0|5.0|10.0|185.0|93.0|169.0
247|247|247|247|247|247|247|247|247|247|247|Fujifilm FinePix F31 fd|2006.0|2848.0|2048.0|6.0|36.0|108.0|ù*ùfsfsf///|5.0|26.0|185.0|93.0|199.0
248|248|248|248|248|248|248|248|248|248|248|Fujifilm FinePix F401 Zoom|2002.0|2304.0|1600.0|2.0|38.0|114.0|60.0|10.0|hello|200.0|85.0|169.0
249|249|249|249|249|249|249|249|Allez au boulot ! :)|249|249|Fujifilm FinePix F402|hello|2304.0|1600.0|2.0|39.0|39.0|50.0|6.0|16.0|145.0|77.0|199.0
250|250|250|250|250|250|250|250|250|250|250|Fujifilm FinePix F40 fd|2007.0|3296.0|2304.0|8.0|36.0|108.0|45.0|7.0|25.0|181.0|96.0|199.0
251|251|251|251|251|251|251|Allez au boulot ! :)|251|251|251|Fujifilm FinePix F410 Zoom|2003.0|2816.0|2048.0|3.0|None|114.0|60.0|10.0|16.0|205.0|85.0|169.0
252|252|252|252|252|252|252|courage!!!|252|252|252|Fujifilm FinePix F420 Zoom|2003.0|2816.0|2048.0|3.0|36.0|108.0|60.0|8.0|16.0|180.0|77.0|169.0
253|253|253|253|253|253|253|253|253|253|253|Fujifilm FinePix F440 Zoom|2004.0|2304.0|hello|3.0|38.0|130.0|60.0|9.0|16.0|180.0|75.0|169.0
254|254|254|254|254|254|254|254|254|254|254|Fujifilm FinePix F450 Zoom|2004.0|2592.0|2048.0|5.0|38.0|130.0|60.0|9.0|16.0|180.0|75.0|199.0
255|255|255|255|255|255|255|255|255|255|courage!!!|ù*ùfsfsf///|hello|2592.0|2048.0|5.0|38.0|130.0|60.0|9.0|16.0|180.0|93.0|199.0
256|256|256|256|256|256|256|256|256|256|256|Fujifilm FinePix F470 Zoom|hello|2816.0|2048.0||35.0|105.0|70.0|10.0|16.0|150.0|92.0|169.0
257|257|257|257|257|257|257|257|257|257|257|Fujifilm FinePix F480 Zoom|2007.0|3264.0|-400.0|8.0|28.0|112.0|40.0|5.0|12.0|170.0|96.0|169.0
258|258|258|258|258|258|258|258|258|258|258|Fujifilm FinePix F50 fd|hello|4000.0|2848.0|12.0|35.0|105.0|45.0|7.0|25.0|205.0|93.0|199.0
259|259|259|259|259|259|259|259|259|259|259|Fujifilm FinePix F601Z|2002.0|None|2048.0|hello||108.0|60.0||16.0|280.0|72.0|169.0
260|260|260|260|260|260|260|260|260|260|260|Fujifilm FinePix F610|2003.0|4048.0|2848.0|6.0|None|105.0|60.0||16.0|205.0|72.0|169.0
261|261|261|261|261|261|Allez au boulot ! :)|261|261|261|261|Fujifilm FinePix F650 Zoom|hello|2816.0|2048.0|6.0|36.0|180.0|60.0|3.0|32.0|200.0|105.0|169.0
262|262|262|262|262|262|262|Allez au boulot ! :)|262|262|262|Fujifilm FinePix F700|2003.0|2832.0|2048.0|3.0|35.0|105.0|60.0|9.0|16.0|205.0|108.0|169.0
263|263|263|263|263|263|263|263|263|263|263|Fujifilm FinePix F710|2004.0|2832.0|2048.0|3.0||130.0|60.0|8.0|16.0|225.0|110.0|169.0
264|264|264|264|264|264|264|264|264|264|264|Fujifilm FinePix F810 Zoom|2004.0|4048.0|2848.0|6.0||130.0|60.0|7.0|16.0|250.0|110.0|169.0
265|265|265|265|265|265|265|265|265|265|265|Fujifilm FinePix IS-1|2007.0|3488.0|2592.0|9.0|28.0|300.0|0.0|0.0|0.0|750.0|128.0|169.0
266|266|266|266|266|266|266|266|266|266|266|Fujifilm FinePix M603|2002.0|2832.0|2048.0|3.0|38.0|76.0|60.0|20.0|16.0|280.0|65.0|169.0
267|267|267|267|267|267|267|267|267|267|267|Fujifilm FinePix S20 Pro|hello|2832.0|2016.0|6.0|35.0|210.0|50.0|1.0|16.0|597.0|121.0|1699.0
268|268|268|268|268|268|268|Allez au boulot ! :)|268|268|268|0|2003.0|2048.0|1600.0|3.0|38.0|228.0|ù*ùfsfsf///|10.0|hello|400.0|100.0|229.0
269|269|269|269|269|269|269|269|269|269|269|Fujifilm FinePix S3500 Zoom|2004.0|2272.0|1600.0|4.0|39.0|234.0|80.0|10.0|16.0|385.0|100.0|229.0
270|270|270|270|270|270|270|270|270|270|270|Fujifilm FinePix S5000 Z|2003.0|2816.0|2048.0|3.0|37.0|370.0|90.0|10.0|16.0|430.0|113.0|229.0
271|271|271|271|271|271|271|271|271|271|Allez au boulot ! :)|Fujifilm FinePix S5100 Zoom|2004.0|2272.0|hello|4.0|37.0|370.0|90.0|10.0|16.0|387.0|113.0|229.0
272|272|272|272|272|272|272|272|272|272|272|Fujifilm FinePix S5200 Zoom|2005.0|2592.0|2048.0|5.0||380.0|90.0|1.0|16.0|470.0|114.0|229.0
273|273|273|273|273|273|273|273|273|273|273|Fujifilm FinePix S5700 Zoom|2007.0|3072.0|2304.0|7.0|38.0|380.0|30.0|10.0|27.0|406.0|106.0|229.0
274|274|274|274|274|274|274|274|274|274|courage!!!|Fujifilm FinePix S6000 fd|2006.0|2848.0|2048.0|6.0|28.0|300.0|40.0||10.0|700.0|131.0|399.0
275|275|275|275|275|275|275|275|275|275|275|Fujifilm FinePix S602Z|2002.0|2832.0|2048.0|hello|35.0|210.0|50.0|1.0|16.0|590.0|121.0|399.0
276|276|276|276|276|276|276|276|276|276|276|Fujifilm FinePix S602Z Pro|2002.0|2832.0|2048.0|ù*ùfsfsf///|35.0|210.0|50.0|1.0|340.0|590.0|121.0|1699.0
277|277|277|277|277|277|277|277|277|277|277|Fujifilm FinePix S7000 Z|2003.0|4048.0|2848.0|6.0|35.0|210.0|50.0|1.0|16.0|590.0|121.0|229.0
278|278|278|278|278|278|278|278|278|Allez au boulot ! :)|278|Fujifilm FinePix S8000 fd|2007.0|3264.0|2304.0|8.0||486.0|70.0|10.0|58.0|510.0|111.0|399.0
279|279|279|279|279|279|279|279|279|279|279|Allez au boulot ! :)|2005.0|3488.0|2592.0|9.0|28.0|300.0|50.0|1.0|16.0|745.0|128.0|229.0
280|280|280|280|280|280|280|280|280|280|280|Fujifilm FinePix S9100|2006.0|3488.0|2592.0|9.0|28.0|300.0|0.0|0.0|0.0|750.0|128.0|229.0
281|281|281|281|281|281|281|281|281|281|281|Fujifilm FinePix V10 Zoom|2006.0|2592.0|2048.0|5.0|36.0|130.0|60.0|9.0|16.0|185.0|83.0|179.0
282|282|282|282|282|Allez au boulot ! :)|282|282|282|282|282|ù*ùfsfsf///|2005.0|2592.0|2048.0|5.0||108.0|60.0|8.0|16.0|170.0|90.0|179.0
283|283|283|283|283|283|283|Allez au boulot ! :)|283|283|283|Fujifilm FinePix Z10  fd|2007.0|3072.0|2304.0|hello|38.0|114.0|60.0|8.0|54.0|160.0|91.0|399.0
284|284|284|284|284|284|284|284|284|284|284|Fujifilm FinePix Z2|2005.0|2592.0|2048.0|5.0|36.0|ù*ùfsfsf///|60.0|8.0|16.0|170.0|90.0|179.0
285|285|285|285|285|285|285|285|285|285|285|Fujifilm FinePix Z3|2006.0|2592.0|2048.0|5.0||108.0|60.0|8.0|10.0|170.0|89.0|179.0
286|286|286|286|286|286|286|286|286|286|286|ù*ùfsfsf///|2007.0|4256.0|-400.0|6.0|0.0|0.0|0.0|0.0|0.0|920.0|147.0|1699.0
287|287|287|287|287|287|287|287|287|287|287|Fujifilm MX-1200|1999.0|1280.0|640.0|1.0|38.0|38.0|70.0|10.0|4.0|240.0|110.0|169.0
288|288|288|288|288|288|288|288|288|288|288|Fujifilm MX-1400|2000.0|1280.0|640.0|1.0|38.0|114.0|80.0|10.0|4.0|390.0|74.0|169.0
289|289|289|289|289|289|289|289|Allez au boulot ! :)|289|289|Fujifilm MX-1500|1999.0|1280.0|640.0|1.0|None|38.0|50.0|10.0|4.0|250.0|104.0|169.0
290|290|290|290|290|290|290|290|290|55555555555|290|ù*ùfsfsf///|1999.0||640.0|1.0|38.0|114.0|80.0|20.0|hello|270.0|79.0|169.0
291|291|291|291|291|291|291|291|291|Allez au boulot ! :)|291|Fujifilm MX-2700|hello|1800.0|1280.0|2.0|35.0|35.0|50.0|9.0|4.0|260.0|80.0|169.0
292|292|292|292|292|292|292|292|292|292|Allez au boulot ! :)|Fujifilm MX-2900 Zoom|1999.0|1800.0|1280.0|2.0|35.0|105.0|90.0|25.0|8.0|385.0|130.0|179.0
293|293|293|293|293|293|293|Allez au boulot ! :)|293|293|Allez au boulot ! :)|Fujifilm FinePix 4700 Zoom|2000.0|2400.0|1280.0|2.0|36.0|108.0|ù*ùfsfsf///|20.0|16.0|280.0|78.0|169.0
294|294|294|294|294|294|294|Allez au boulot ! :)|294|294|294|Fujifilm MX-500|1998.0|1280.0|640.0|1.0|None|ù*ùfsfsf///|50.0|9.0|hello|220.0|123.0|169.0
295|295|295|295|295|295|Allez au boulot ! :)|295|295|295|Allez au boulot ! :)|Fujifilm MX-600 Zoom|1999.0|1280.0|None|1.0||115.0|90.0|25.0|4.0|0.0|122.0|179.0
296|296|296|296|296|296|296|Allez au boulot ! :)|296|296|296|Fujifilm MX-700|1998.0|None|None|1.0|35.0|35.0|50.0|9.0|2.0|260.0|80.0|169.0
297|297|297|297|297|297|297|297|297|297|297|Fujifilm FinePix S1 Pro|2000.0|3040.0|2340.0|hello|0.0|0.0|ù*ùfsfsf///|0.0|16.0|820.0|148.0|1699.0
298|298|298|298|298|298|298|298|298|298|courage!!!|Fujifilm FinePix S2 Pro|2002.0|4256.0|3024.0|6.0|0.0|0.0|0.0|0.0|0.0|850.0|142.0|1699.0
299|299|299|299|299|299|55555555555|299|299|299|299|Fujifilm FinePix S3 Pro|2004.0|4256.0|3024.0|6.0|None|0.0|0.0|0.0|0.0|930.0|148.0|1699.0
300|300|300|300|300|300|300|300|300|300|Allez au boulot ! :)|Fujifilm FinePix S5 Pro|2006.0|4256.0|3024.0|6.0|0.0|0.0|0.0|0.0|0.0|920.0|147.0|1699.0
